"M","sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","u","q","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
12,0.9,0.8,0.9,0.8,12,1,1,1,1,1,1.25255810444572,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.06053122363229,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,2,1.90699982182893,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.18385206603854,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,3,0.84112304454878,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.38183732921754,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,4,5.08497544018782,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",7.20248647011222,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,5,2.86399110292643,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.68806910457231,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,6,1.68010039936984,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.04875547115703,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,7,1.32035093599019,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.27349231003502,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,8,0.626691096570601,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.91825020862835,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,9,0.981401837106451,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.83833370830845,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,10,0.588370839300241,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",6.05657743481232,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,11,2.31972366037195,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.69804906924487,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,12,1.02163709544941,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.22499085769302,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,13,1.11941074470089,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.68500712376326,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,14,1.71232495463628,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.90807326646933,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,15,1.63060873257462,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.17588466903685,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,16,0.856675098835155,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.10302074648528,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,17,0.988898884365083,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.99835705963436,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,18,2.92666196137334,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.91423167159799,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,19,0.592954884494987,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.90702070463494,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,20,0.925770930393108,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.16319368491784,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,21,1.07060547662786,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.17557067342659,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,22,1.06093032244954,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.19071135843046,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,23,1.34322867863212,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.22835754207484,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,24,2.02350460198702,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.24125063994527,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,25,0.389811945230244,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.57455084836883,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,26,1.04902386803015,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.16774554341382,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,27,1.26297699289877,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.81822097504516,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,28,1.1944834840599,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.43130339085703,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,29,1.97369571828389,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.063860950423,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,30,0.992997821833532,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.02549005404852,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,31,0.913462925362159,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.03250666961086,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,32,2.75925863177238,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.97573446658592,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,33,1.93708086221378,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.61766079541135,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,34,0.932917275532544,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.91153351199631,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,35,1.21151600933217,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.06959889624703,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,36,2.79140719915643,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.51714878397135,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,37,1.67069908827342,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.91404670933975,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,38,1.44653636354579,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.27730753428765,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,39,1.21842884358848,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.95010629611698,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,40,0.996794252322754,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.95103149459782,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,41,1.14304948930651,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.02185896538257,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,42,1.78913570211317,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.92366624408819,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,43,0.604194173959306,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.57403752218324,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,44,1.05675168158625,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.91940802551241,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,45,1.36949322464991,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.89505347411058,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,46,1.19410793187791,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.83655175939171,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,47,0.547906217285847,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.39954700431545,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,48,1.10583674007675,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.1026098145214,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,49,2.51646551099926,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.56301430770018,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,50,0.997364630093491,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.10025765642063,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,51,2.04273641919478,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.1036889045026,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,52,2.24443403523125,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.29216625090637,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,53,2.61720192757125,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.6802708300787,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,54,1.06101675937126,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.3862856742483,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,55,0.877654853671019,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.16319368491784,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,56,3.30594694561337,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.61579322317969,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,57,1.10815225050623,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.41857006261338,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,58,1.36977055382339,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.54283832843762,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,59,1.77070084742477,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.7809917621837,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,60,2.09348475318778,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.0747086139258,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,61,1.17270829673246,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.90805832238802,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,62,0.480462877044202,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.38748299667778,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,63,0.841422237156472,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.6749943181103,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,64,0.729463578960573,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.05993334230896,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,65,1.49408254393737,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.97752350504666,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,66,1.25206286827908,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.96792995164136,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,67,0.574694001349091,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",6.3323308897678,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,68,1.47379538919857,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.03962335463805,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,69,1.85214384168623,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.98222555008733,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,70,2.38650186614563,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.92244421883809,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,71,1.42469703767667,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.9787884187063,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,72,1.15270797873035,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.98890907812426,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,73,0.917412195150541,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.10302074690515,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,74,1.53972604843118,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.64528492811606,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,75,0.68553405923496,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.51415021349449,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,76,1.23321219529988,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.41941682209937,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,77,1.17637238562923,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.97196407768621,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,78,6.7422498169688,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",7.73336226289938,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,79,0.65344221171489,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.47544908923643,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,80,0.619377541790708,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.47705200791112,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,81,0.849646641862155,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.82861401339964,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,82,1.15614529899952,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.10815073925959,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,83,0.974110702021984,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",7.55150446457022,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,84,1.58586291894497,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.40715730917365,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,85,2.56597376032955,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.2691282310814,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,86,0.979225209775962,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.28312880745736,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,87,2.13533657045462,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.37247214452346,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,88,1.47508978361515,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.89061800700102,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,89,1.28162382007485,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.46177444160244,NA,NA,FALSE
